analysis	group	n	value	note
EDIT_DISTANCE_1	SUB_t_TO_d_RIGHT_4	69	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_t_TO_d_RIGHT_5	36	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_t_TO_d_RIGHT_6	22	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_t_TO_d_RIGHT_7	4	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_t_TO_d_RIGHT_8	2	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_t_TO_d_RIGHT_9	1	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_t_TO_e_RIGHT_0	6	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_t_TO_e_RIGHT_1	24	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_t_TO_e_RIGHT_2	47	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_t_TO_e_RIGHT_3	48	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_t_TO_e_RIGHT_4	24	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_t_TO_e_RIGHT_5	7	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_t_TO_e_RIGHT_6	5	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_t_TO_e_RIGHT_7	2	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_t_TO_e_RIGHT_8	1	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_t_TO_f_RIGHT_0	8	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_t_TO_f_RIGHT_1	10	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_t_TO_f_RIGHT_2	26	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_t_TO_f_RIGHT_3	45	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_t_TO_f_RIGHT_4	51	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_t_TO_f_RIGHT_5	24	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_t_TO_f_RIGHT_6	9	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_t_TO_f_RIGHT_7	2	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_t_TO_f_RIGHT_8	1	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_t_TO_g_RIGHT_0	8	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_t_TO_g_RIGHT_1	1	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_t_TO_h_RIGHT_0	1	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_t_TO_h_RIGHT_1	7	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_t_TO_h_RIGHT_2	12	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_t_TO_h_RIGHT_3	6	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_t_TO_h_RIGHT_4	4	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_t_TO_h_RIGHT_6	1	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_t_TO_i_RIGHT_0	3	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_t_TO_i_RIGHT_1	2	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_t_TO_i_RIGHT_2	2	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_t_TO_i_RIGHT_3	2	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_t_TO_j_RIGHT_1	1	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_t_TO_j_RIGHT_2	2	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_t_TO_k_RIGHT_0	11	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_t_TO_k_RIGHT_1	43	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_t_TO_k_RIGHT_2	140	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_t_TO_k_RIGHT_3	191	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_t_TO_k_RIGHT_4	209	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_t_TO_k_RIGHT_5	95	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_t_TO_k_RIGHT_6	37	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_t_TO_k_RIGHT_7	12	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_t_TO_k_RIGHT_8	3	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_t_TO_k_RIGHT_9	1	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_t_TO_l_RIGHT_0	9	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_t_TO_l_RIGHT_1	22	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_t_TO_l_RIGHT_2	45	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_t_TO_l_RIGHT_3	39	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_t_TO_l_RIGHT_4	72	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_t_TO_l_RIGHT_5	40	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_t_TO_l_RIGHT_6	19	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_t_TO_l_RIGHT_7	4	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_t_TO_l_RIGHT_9	1	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_t_TO_m_RIGHT_0	8	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_t_TO_m_RIGHT_1	2	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_t_TO_m_RIGHT_2	2	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_t_TO_n_RIGHT_0	5	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_t_TO_n_RIGHT_1	1	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_t_TO_n_RIGHT_4	1	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_t_TO_o_RIGHT_0	10	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_t_TO_o_RIGHT_1	15	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_t_TO_o_RIGHT_2	17	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_t_TO_o_RIGHT_3	24	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_t_TO_o_RIGHT_4	38	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_t_TO_o_RIGHT_5	20	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_t_TO_o_RIGHT_6	7	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_t_TO_o_RIGHT_7	1	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_t_TO_o_RIGHT_8	1	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_t_TO_o_RIGHT_9	1	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_t_TO_p_RIGHT_0	9	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_t_TO_p_RIGHT_1	12	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_t_TO_p_RIGHT_2	44	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_t_TO_p_RIGHT_3	64	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_t_TO_p_RIGHT_4	91	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_t_TO_p_RIGHT_5	54	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_t_TO_p_RIGHT_6	30	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_t_TO_p_RIGHT_7	9	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_t_TO_p_RIGHT_8	3	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_t_TO_p_RIGHT_9	1	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_t_TO_q_RIGHT_0	1	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_t_TO_q_RIGHT_1	3	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_t_TO_q_RIGHT_2	8	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_t_TO_q_RIGHT_3	10	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_t_TO_q_RIGHT_4	19	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_t_TO_q_RIGHT_5	18	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_t_TO_q_RIGHT_6	6	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_t_TO_q_RIGHT_7	3	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_t_TO_r_RIGHT_0	13	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_t_TO_r_RIGHT_1	19	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_t_TO_r_RIGHT_2	27	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_t_TO_r_RIGHT_3	27	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_t_TO_r_RIGHT_4	33	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_t_TO_r_RIGHT_5	17	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_t_TO_r_RIGHT_6	6	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_t_TO_r_RIGHT_7	3	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_t_TO_s_RIGHT_0	15	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_t_TO_s_RIGHT_1	15	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_t_TO_s_RIGHT_2	21	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_t_TO_s_RIGHT_3	23	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_t_TO_s_RIGHT_4	35	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_t_TO_s_RIGHT_5	19	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_t_TO_s_RIGHT_6	7	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_t_TO_s_RIGHT_7	5	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_t_TO_u_RIGHT_0	1	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_t_TO_v_RIGHT_0	1	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_t_TO_v_RIGHT_1	1	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_t_TO_v_RIGHT_2	1	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_t_TO_x_RIGHT_0	2	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_t_TO_x_RIGHT_2	6	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_t_TO_x_RIGHT_4	1	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_t_TO_y_RIGHT_0	16	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_t_TO_y_RIGHT_1	3	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_t_TO_y_RIGHT_2	5	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_t_TO_y_RIGHT_3	13	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_t_TO_y_RIGHT_4	20	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_t_TO_y_RIGHT_5	17	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_t_TO_y_RIGHT_6	9	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_t_TO_y_RIGHT_8	1	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_t_TO_z_RIGHT_2	1	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_u_TO_a_RIGHT_0	2	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_u_TO_c_RIGHT_0	2	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_u_TO_d_RIGHT_0	2	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_u_TO_e_RIGHT_0	1	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_u_TO_f_RIGHT_0	1	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_u_TO_g_RIGHT_0	2	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_u_TO_h_RIGHT_0	1	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_u_TO_i_RIGHT_0	1	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_u_TO_k_RIGHT_0	1	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_u_TO_l_RIGHT_0	3	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_u_TO_m_RIGHT_0	2	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_u_TO_n_RIGHT_0	1	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_u_TO_o_RIGHT_0	3	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_u_TO_p_RIGHT_0	1	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_u_TO_q_RIGHT_0	1	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_u_TO_r_RIGHT_0	2	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_u_TO_s_RIGHT_0	2	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_u_TO_t_RIGHT_0	1	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_u_TO_v_RIGHT_0	1	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_u_TO_x_RIGHT_0	1	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_u_TO_y_RIGHT_0	5	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_v_TO_a_RIGHT_0	1	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_v_TO_a_RIGHT_1	1	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_v_TO_c_RIGHT_0	1	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_v_TO_c_RIGHT_1	2	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_v_TO_d_RIGHT_0	1	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_v_TO_d_RIGHT_1	2	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_v_TO_d_RIGHT_2	1	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_v_TO_e_RIGHT_0	1	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_v_TO_e_RIGHT_1	2	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_v_TO_e_RIGHT_2	1	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_v_TO_f_RIGHT_0	1	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_v_TO_f_RIGHT_2	1	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_v_TO_g_RIGHT_0	1	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_v_TO_h_RIGHT_0	1	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_v_TO_h_RIGHT_1	1	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_v_TO_i_RIGHT_0	1	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_v_TO_k_RIGHT_0	1	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_v_TO_k_RIGHT_1	1	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_v_TO_k_RIGHT_2	1	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_v_TO_l_RIGHT_0	1	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_v_TO_l_RIGHT_1	2	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_v_TO_l_RIGHT_2	1	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_v_TO_m_RIGHT_0	1	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_v_TO_n_RIGHT_0	1	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_v_TO_o_RIGHT_0	1	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_v_TO_o_RIGHT_1	1	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_v_TO_o_RIGHT_2	1	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_v_TO_p_RIGHT_0	1	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_v_TO_p_RIGHT_2	1	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_v_TO_q_RIGHT_0	1	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_v_TO_q_RIGHT_1	1	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_v_TO_q_RIGHT_2	1	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_v_TO_r_RIGHT_0	1	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_v_TO_r_RIGHT_1	1	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_v_TO_r_RIGHT_2	1	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_v_TO_s_RIGHT_0	1	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_v_TO_s_RIGHT_1	1	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_v_TO_s_RIGHT_2	1	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_v_TO_t_RIGHT_0	1	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_v_TO_t_RIGHT_1	1	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_v_TO_t_RIGHT_2	1	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_v_TO_u_RIGHT_0	1	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_v_TO_x_RIGHT_0	1	1	exact positional arithmetic consistency; representation-induced
