context_AB	continuation_C	count_ABC	count_AB	p_C_given_AB	count_BC	count_B_as_predecessor	p_C_given_B	probability_difference	observed_status
shey qokchy	chckhy	1	1	1	1	63	0.01587301587	0.9841269841	OBSERVED
shey qokear	shey	1	1	1	1	7	0.1428571429	0.8571428571	OBSERVED
shey qokedy	kchdy	1	4	0.25	1	266	0.003759398496	0.2462406015	OBSERVED
shey qokedy	ol	1	4	0.25	6	266	0.02255639098	0.227443609	OBSERVED
shey qokedy	qokedy	1	4	0.25	16	266	0.06015037594	0.1898496241	OBSERVED
shey qokedy	qokey	1	4	0.25	3	266	0.01127819549	0.2387218045	OBSERVED
shey qokeedy	cheol	1	3	0.3333333333	2	303	0.006600660066	0.3267326733	OBSERVED
shey qokeedy	qokal	1	3	0.3333333333	7	303	0.02310231023	0.3102310231	OBSERVED
shey qokeedy	qokar	1	3	0.3333333333	6	303	0.0198019802	0.3135313531	OBSERVED
shey qokeey	cheol	1	5	0.2	2	296	0.006756756757	0.1932432432	OBSERVED
shey qokeey	lsheey	1	5	0.2	3	296	0.01013513514	0.1898648649	OBSERVED
shey qokeey	oshey	1	5	0.2	1	296	0.003378378378	0.1966216216	OBSERVED
shey qokeey	qoeeol	1	5	0.2	1	296	0.003378378378	0.1966216216	OBSERVED
shey qokeey	qokeol	1	5	0.2	2	296	0.006756756757	0.1932432432	OBSERVED
shey qokeeyshdy	ol	1	1	1	1	1	1	0	OBSERVED
shey qokeodal	oteotey	1	1	1	1	2	0.5	0.5	OBSERVED
shey qokeol	kchey	1	1	1	1	49	0.02040816327	0.9795918367	OBSERVED
shey qokeshe	lsheok	1	1	1	1	1	1	0	OBSERVED
shey qokey	chol	1	8	0.125	1	101	0.009900990099	0.1150990099	OBSERVED
shey qokey	dy	1	8	0.125	1	101	0.009900990099	0.1150990099	OBSERVED
shey qokey	keedy	1	8	0.125	1	101	0.009900990099	0.1150990099	OBSERVED
shey qokey	okar	1	8	0.125	2	101	0.0198019802	0.1051980198	OBSERVED
shey qokey	okeolan	1	8	0.125	1	101	0.009900990099	0.1150990099	OBSERVED
shey qokey	qokar	1	8	0.125	1	101	0.009900990099	0.1150990099	OBSERVED
shey qokey	qolchedy	1	8	0.125	1	101	0.009900990099	0.1150990099	OBSERVED
shey qokey	shey	1	8	0.125	1	101	0.009900990099	0.1150990099	OBSERVED
shey qokl	ol	1	1	1	1	8	0.125	0.875	OBSERVED
shey qoklcheey	lkaiin	1	1	1	1	1	1	0	OBSERVED
shey qokody	qokshey	1	1	1	1	7	0.1428571429	0.8571428571	OBSERVED
shey qokol	chol	1	1	1	4	98	0.04081632653	0.9591836735	OBSERVED
shey qoky	dain	1	3	0.3333333333	1	117	0.008547008547	0.3247863248	OBSERVED
shey qoky	qol	1	3	0.3333333333	2	117	0.01709401709	0.3162393162	OBSERVED
shey qoky	shey	1	3	0.3333333333	2	117	0.01709401709	0.3162393162	OBSERVED
shey qol	cheey	1	2	0.5	4	133	0.03007518797	0.469924812	OBSERVED
shey qol	lchey	1	2	0.5	1	133	0.007518796992	0.492481203	OBSERVED
shey qolchey	okaiin	1	1	1	1	11	0.09090909091	0.9090909091	OBSERVED
shey qoolkal	shedy	1	1	1	1	1	1	0	OBSERVED
shey qoos	sheey	1	1	1	1	2	0.5	0.5	OBSERVED
shey qop	char	1	1	1	2	5	0.4	0.6	OBSERVED
shey qopchedy	ldy	1	1	1	1	29	0.03448275862	0.9655172414	OBSERVED
shey qopcheey	sol	1	1	1	1	4	0.25	0.75	OBSERVED
shey qopchy	rchsy	1	1	1	1	12	0.08333333333	0.9166666667	OBSERVED
shey qopshedy	qoteedy	1	2	0.5	1	4	0.25	0.25	OBSERVED
shey qopshedy	shdykairylam	1	2	0.5	1	4	0.25	0.25	OBSERVED
shey qor	aiin	1	2	0.5	2	19	0.1052631579	0.3947368421	OBSERVED
shey qor	chey	1	2	0.5	2	19	0.1052631579	0.3947368421	OBSERVED
shey qotaiin	qotedy	1	1	1	1	72	0.01388888889	0.9861111111	OBSERVED
shey qotain	ar	1	1	1	2	56	0.03571428571	0.9642857143	OBSERVED
shey qotchoiin	chodain	1	1	1	1	2	0.5	0.5	OBSERVED
shey qotedy	chey	1	1	1	1	84	0.0119047619	0.9880952381	OBSERVED
shey qoteedy	rches	1	1	1	1	73	0.01369863014	0.9863013699	OBSERVED
shey qoteeody	sheycthy	1	1	1	1	6	0.1666666667	0.8333333333	OBSERVED
shey qoteody	or	1	1	1	1	10	0.1	0.9	OBSERVED
shey qoteol	okol	1	1	1	1	12	0.08333333333	0.9166666667	OBSERVED
shey qoteoly	raiin	1	1	1	1	1	1	0	OBSERVED
shey qotor	alom	1	1	1	1	25	0.04	0.96	OBSERVED
shey qoty	chckhy	1	2	0.5	1	71	0.01408450704	0.485915493	OBSERVED
shey qoty	qokain	1	2	0.5	1	71	0.01408450704	0.485915493	OBSERVED
shey r	ol	1	1	1	9	161	0.05590062112	0.9440993789	OBSERVED
shey ror	am	1	1	1	1	10	0.1	0.9	OBSERVED
shey s	sheeyl	1	1	1	1	311	0.003215434084	0.9967845659	OBSERVED
shey shckhy	oteey	1	1	1	1	60	0.01666666667	0.9833333333	OBSERVED
shey she	keeodol	1	1	1	1	28	0.03571428571	0.9642857143	OBSERVED
shey sheal	otshedy	1	1	1	1	17	0.05882352941	0.9411764706	OBSERVED
shey shecth	opcheoldair	1	1	1	1	1	1	0	OBSERVED
shey shedy	ollchy	1	1	1	1	412	0.002427184466	0.9975728155	OBSERVED
shey shee	farar	1	1	1	1	13	0.07692307692	0.9230769231	OBSERVED
shey sheey	dain	1	1	1	1	144	0.006944444444	0.9930555556	OBSERVED
shey sheot	shedy	1	1	1	1	1	1	0	OBSERVED
shey shes	ol	1	1	1	2	13	0.1538461538	0.8461538462	OBSERVED
shey sheysy	shoteey	1	1	1	1	1	1	0	OBSERVED
shey shockhsy	sheocthy	1	1	1	1	1	1	0	OBSERVED
shey shoteo	chforaiin	1	1	1	1	1	1	0	OBSERVED
shey solchiyd	oteos	1	1	1	1	1	1	0	OBSERVED
shey tair	sheody	1	1	1	1	12	0.08333333333	0.9166666667	OBSERVED
shey tar	aiphy	1	1	1	1	40	0.025	0.975	OBSERVED
shey tchaly	shy	1	1	1	1	1	1	0	OBSERVED
shey tchody	qopchy	1	2	0.5	1	9	0.1111111111	0.3888888889	OBSERVED
shey tchody	shoyty	1	2	0.5	1	9	0.1111111111	0.3888888889	OBSERVED
shey tchol	s	1	1	1	1	17	0.05882352941	0.9411764706	OBSERVED
shey tchy	ches	1	1	1	1	27	0.03703703704	0.962962963	OBSERVED
shey teaiin	d	1	1	1	1	1	1	0	OBSERVED
shey teeol	oteedy	1	1	1	1	4	0.25	0.75	OBSERVED
shey teol	or	1	1	1	1	16	0.0625	0.9375	OBSERVED
shey tor	ar	1	1	1	1	21	0.04761904762	0.9523809524	OBSERVED
shey ykair	arar	1	1	1	1	7	0.1428571429	0.8571428571	OBSERVED
shey ykeey	okeey	1	1	1	4	55	0.07272727273	0.9272727273	OBSERVED
shey ypchedy	teedy	1	1	1	1	11	0.09090909091	0.9090909091	OBSERVED
shey yteol	shody	1	1	1	1	5	0.2	0.8	OBSERVED
sheycthy chotal	chas	1	1	1	1	7	0.1428571429	0.8571428571	OBSERVED
sheyk chody	k	1	1	1	1	82	0.01219512195	0.987804878	OBSERVED
sheykaiiin ofchy	kar	1	1	1	1	3	0.3333333333	0.6666666667	OBSERVED
sheykain chey	rar	1	1	1	2	333	0.006006006006	0.993993994	OBSERVED
sheykal shy	kl	1	1	1	1	88	0.01136363636	0.9886363636	OBSERVED
sheyky shoty	oly	1	1	1	1	6	0.1666666667	0.8333333333	OBSERVED
sheyky t	otol	1	1	1	1	12	0.08333333333	0.9166666667	OBSERVED
sheyr qokair	ydam	1	1	1	1	21	0.04761904762	0.9523809524	OBSERVED
sheyr shey	olshey	1	1	1	1	265	0.003773584906	0.9962264151	OBSERVED
sheysy shoteey	cheor	1	1	1	1	1	1	0	OBSERVED
sheyteedy lky	opchedy	1	1	1	1	15	0.06666666667	0.9333333333	OBSERVED
shfy ches	ar	1	1	1	3	39	0.07692307692	0.9230769231	OBSERVED
shfydaiin cphy	shey	1	1	1	1	10	0.1	0.9	OBSERVED
shkaiin chcthal	okshedy	1	1	1	1	2	0.5	0.5	OBSERVED
shkaiin chey	daiin	1	1	1	8	333	0.02402402402	0.975975976	OBSERVED
shkaiin cthy	sho	1	1	1	1	77	0.01298701299	0.987012987	OBSERVED
shkaiin qokchy	yty	1	1	1	1	63	0.01587301587	0.9841269841	OBSERVED
shkain shar	okshey	1	1	1	1	31	0.03225806452	0.9677419355	OBSERVED
shkain shedy	shey	1	1	1	5	412	0.01213592233	0.9878640777	OBSERVED
shkair qopchdy	qoteedy	1	1	1	1	16	0.0625	0.9375	OBSERVED
shkair shol	or	1	1	1	1	182	0.005494505495	0.9945054945	OBSERVED
shkal dal	shy	1	1	1	1	193	0.00518134715	0.9948186528	OBSERVED
shkar chody	talshdy	1	1	1	1	82	0.01219512195	0.987804878	OBSERVED
shkar oteeedyqokeey	okeey	1	1	1	1	1	1	0	OBSERVED
shkchedy otais	chsi	1	1	1	1	1	1	0	OBSERVED
shkchedy qokchd	opy	1	1	1	1	6	0.1666666667	0.8333333333	OBSERVED
shkchor sheo	cheory	1	1	1	1	48	0.02083333333	0.9791666667	OBSERVED
shkchy opchealol	kchy	1	1	1	1	1	1	0	OBSERVED
shkchy ydal	shy	1	1	1	1	3	0.3333333333	0.6666666667	OBSERVED
shkeal dy	das	1	1	1	1	182	0.005494505495	0.9945054945	OBSERVED
shkechy sheey	tey	1	1	1	1	144	0.006944444444	0.9930555556	OBSERVED
shkeea s	sary	1	1	1	1	311	0.003215434084	0.9967845659	OBSERVED
shkeedy qoteey	oteey	1	1	1	2	42	0.04761904762	0.9523809524	OBSERVED
shkeey kain	chaiin	1	1	1	1	40	0.025	0.975	OBSERVED
shkeey s	alchey	1	1	1	2	311	0.006430868167	0.9935691318	OBSERVED
shkeody qokeey	qokeedy	1	1	1	9	296	0.03040540541	0.9695945946	OBSERVED
shkeol qokar	sheky	1	1	1	2	155	0.01290322581	0.9870967742	OBSERVED
shkeyqokeaiin shkeody	qokeey	1	1	1	1	2	0.5	0.5	OBSERVED
shko qokol	oteey	1	1	1	2	98	0.02040816327	0.9795918367	OBSERVED
shkol chotchy	ctho	1	1	1	1	9	0.1111111111	0.8888888889	OBSERVED
shkol qokar	chdy	1	1	1	1	155	0.006451612903	0.9935483871	OBSERVED
shkshy okol	daiin	1	1	1	3	68	0.04411764706	0.9558823529	OBSERVED
shky chdy	oteeody	1	1	1	1	127	0.007874015748	0.9921259843	OBSERVED
shky lchedy	dolshed	1	1	1	1	99	0.0101010101	0.9898989899	OBSERVED
shky qoky	shekair	1	1	1	1	117	0.008547008547	0.9914529915	OBSERVED
shky qorain	chckhey	1	1	1	1	4	0.25	0.75	OBSERVED
shky qotedy	otedy	1	1	1	3	84	0.03571428571	0.9642857143	OBSERVED
shky qotsheod	ytedy	1	1	1	1	2	0.5	0.5	OBSERVED
shky sho	y	1	1	1	1	126	0.007936507937	0.9920634921	OBSERVED
shky y	sas	1	1	1	1	281	0.003558718861	0.9964412811	OBSERVED
shky yty	dardam	1	1	1	1	19	0.05263157895	0.9473684211	OBSERVED
shl lkeeol	lchedy	1	1	1	1	3	0.3333333333	0.6666666667	OBSERVED
shl lky	chcthy	1	1	1	1	15	0.06666666667	0.9333333333	OBSERVED
shl loiii	175	1	1	1	1	1	1	0	OBSERVED
shlches shcthy	sain	1	1	1	1	31	0.03225806452	0.9677419355	OBSERVED
shldy otaly	okol	1	1	1	1	10	0.1	0.9	OBSERVED
sho 246	k	1	1	1	1	4	0.25	0.75	OBSERVED
sho al	dy	1	1	1	1	233	0.004291845494	0.9957081545	OBSERVED
sho ar	chy	1	1	1	1	379	0.002638522427	0.9973614776	OBSERVED
sho as	chokan	1	1	1	1	12	0.08333333333	0.9166666667	OBSERVED
sho chaiin	shaiin	1	1	1	3	38	0.07894736842	0.9210526316	OBSERVED
sho char	chekchey	1	1	1	1	82	0.01219512195	0.987804878	OBSERVED
sho chcthy	sal	1	1	1	1	74	0.01351351351	0.9864864865	OBSERVED
sho cheor	cheokchet	1	2	0.5	1	88	0.01136363636	0.4886363636	OBSERVED
sho cheor	chey	1	2	0.5	5	88	0.05681818182	0.4431818182	OBSERVED
sho chepchy	shor	1	1	1	1	4	0.25	0.75	OBSERVED
sho chey	kshey	1	2	0.5	2	333	0.006006006006	0.493993994	OBSERVED
sho chey	teor	1	2	0.5	1	333	0.003003003003	0.496996997	OBSERVED
sho chodaiin	choty	1	1	1	1	41	0.0243902439	0.9756097561	OBSERVED
sho choetchaldy	dal	1	1	1	1	1	1	0	OBSERVED
sho chokar	sor	1	1	1	1	7	0.1428571429	0.8571428571	OBSERVED
sho chokchy	kchoar	1	1	1	1	15	0.06666666667	0.9333333333	OBSERVED
sho chokor	chor	1	1	1	1	4	0.25	0.75	OBSERVED
sho chol	daiin	1	4	0.25	33	392	0.08418367347	0.1658163265	OBSERVED
sho chol	dom	1	4	0.25	1	392	0.002551020408	0.2474489796	OBSERVED
sho chol	shodan	1	4	0.25	1	392	0.002551020408	0.2474489796	OBSERVED
sho chol	shol	1	4	0.25	7	392	0.01785714286	0.2321428571	OBSERVED
sho cholo	cheor	1	1	1	1	1	1	0	OBSERVED
sho chor	cho	1	1	1	2	205	0.009756097561	0.9902439024	OBSERVED
sho chotchy	choshy	1	1	1	1	9	0.1111111111	0.8888888889	OBSERVED
sho chotody	chotol	1	1	1	1	1	1	0	OBSERVED
sho chotol	dal	1	1	1	2	8	0.25	0.75	OBSERVED
sho chtchy	161	1	1	1	1	2	0.5	0.5	OBSERVED
sho chy	s	1	1	1	7	154	0.04545454545	0.9545454545	OBSERVED
sho ck	191	1	1	1	2	2	1	0	OBSERVED
sho ckhoy	cthey	1	1	1	1	1	1	0	OBSERVED
sho co	kol	1	1	1	1	1	1	0	OBSERVED
sho cpheo	rchy	1	1	1	1	4	0.25	0.75	OBSERVED
sho cthody	okoy	1	1	1	1	14	0.07142857143	0.9285714286	OBSERVED
sho cthos	cheodal	1	1	1	1	2	0.5	0.5	OBSERVED
sho cthy	chocthy	1	3	0.3333333333	1	77	0.01298701299	0.3203463203	OBSERVED
sho cthy	daiin	2	3	0.6666666667	7	77	0.09090909091	0.5757575758	OBSERVED
sho daiiin	daiin	1	1	1	1	15	0.06666666667	0.9333333333	OBSERVED
sho daiin	oksho	1	1	1	1	719	0.001390820584	0.9986091794	OBSERVED
sho do	otolodal	1	1	1	1	14	0.07142857143	0.9285714286	OBSERVED
sho dy	pchom	1	1	1	1	182	0.005494505495	0.9945054945	OBSERVED
sho fchor	ols	1	1	1	1	3	0.3333333333	0.6666666667	OBSERVED
sho kcheey	s	1	1	1	1	4	0.25	0.75	OBSERVED
sho kcheor	shody	1	1	1	1	5	0.2	0.8	OBSERVED
sho kcho	tcho	1	1	1	1	8	0.125	0.875	OBSERVED
sho kchol	dar	1	3	0.3333333333	1	25	0.04	0.2933333333	OBSERVED
sho kchol	otchor	1	3	0.3333333333	1	25	0.04	0.2933333333	OBSERVED
sho kchol	shol	1	3	0.3333333333	3	25	0.12	0.2133333333	OBSERVED
sho ke	166	1	1	1	1	2	0.5	0.5	OBSERVED
sho keechy	qoty	1	1	1	1	2	0.5	0.5	OBSERVED
sho keeeos	cheor	1	1	1	1	1	1	0	OBSERVED
sho keeey	key	1	1	1	1	10	0.1	0.9	OBSERVED
sho keeo	daiir	1	2	0.5	1	10	0.1	0.4	OBSERVED
sho keeo	s	1	2	0.5	1	10	0.1	0.4	OBSERVED
sho keeody	qokain	1	1	1	1	11	0.09090909091	0.9090909091	OBSERVED
sho keey	chkhhy	1	1	1	1	53	0.01886792453	0.9811320755	OBSERVED
sho keol	chor	1	1	1	1	20	0.05	0.95	OBSERVED
sho kol	sheey	1	1	1	1	36	0.02777777778	0.9722222222	OBSERVED
sho kos	daiin	1	1	1	1	2	0.5	0.5	OBSERVED
sho kshey	choty	1	1	1	1	6	0.1666666667	0.8333333333	OBSERVED
sho kshy	shol	1	1	1	1	7	0.1428571429	0.8571428571	OBSERVED
sho lchal	sheey	1	1	1	1	6	0.1666666667	0.8333333333	OBSERVED
sho odor	dor	1	1	1	1	7	0.1428571429	0.8571428571	OBSERVED
sho oiin	s	1	1	1	1	38	0.02631578947	0.9736842105	OBSERVED
sho okalshey	shol	1	1	1	1	1	1	0	OBSERVED
sho okche	do	1	1	1	1	1	1	0	OBSERVED
sho okeol	s	1	1	1	2	57	0.0350877193	0.9649122807	OBSERVED
sho ol	okachey	1	1	1	1	521	0.001919385797	0.9980806142	OBSERVED
sho oldain	d	1	1	1	1	1	1	0	OBSERVED
sho or	aiin	1	2	0.5	57	375	0.152	0.348	OBSERVED
sho or	cheey	1	2	0.5	8	375	0.02133333333	0.4786666667	OBSERVED
sho otchey	cheol	1	1	1	1	33	0.0303030303	0.9696969697	OBSERVED
sho otor	cthory	1	2	0.5	1	38	0.02631578947	0.4736842105	OBSERVED
sho otor	shockhy	1	2	0.5	1	38	0.02631578947	0.4736842105	OBSERVED
sho pcheey	pchey	1	1	1	1	3	0.3333333333	0.6666666667	OBSERVED
sho pchor	kchey	1	1	1	1	12	0.08333333333	0.9166666667	OBSERVED
sho pol	otoldyl	1	1	1	1	19	0.05263157895	0.9473684211	OBSERVED
sho qochy	chey	1	1	1	1	2	0.5	0.5	OBSERVED
sho qokch	ok	1	1	1	1	2	0.5	0.5	OBSERVED
sho qokeedy	shedy	1	1	1	6	303	0.0198019802	0.9801980198	OBSERVED
sho qokey	sheody	1	1	1	1	101	0.009900990099	0.9900990099	OBSERVED
sho qokor	cheey	1	1	1	1	31	0.03225806452	0.9677419355	OBSERVED
sho qopchedy	daiin	1	1	1	2	29	0.06896551724	0.9310344828	OBSERVED
sho qopchey	otcheed	1	1	1	1	10	0.1	0.9	OBSERVED
sho qotal	chol	1	1	1	2	54	0.03703703704	0.962962963	OBSERVED
sho qotcheo	daiin	1	1	1	1	4	0.25	0.75	OBSERVED
sho qotedy	oteedy	1	1	1	1	84	0.0119047619	0.9880952381	OBSERVED
sho r	aiin	1	2	0.5	25	161	0.1552795031	0.3447204969	OBSERVED
sho r	choiin	1	2	0.5	1	161	0.006211180124	0.4937888199	OBSERVED
sho sheody	okaiin	1	1	1	1	47	0.02127659574	0.9787234043	OBSERVED
sho sheoldy	otcheor	1	1	1	1	3	0.3333333333	0.6666666667	OBSERVED
sho sho	chaiin	1	2	0.5	1	126	0.007936507937	0.4920634921	OBSERVED
sho sho	dy	1	2	0.5	2	126	0.01587301587	0.4841269841	OBSERVED
sho shockho	ckhy	1	1	1	1	1	1	0	OBSERVED
sho shody	sho	1	1	1	1	43	0.02325581395	0.976744186	OBSERVED
sho shol	daiin	1	5	0.2	9	182	0.04945054945	0.1505494505	OBSERVED
sho shol	okeeeol	1	5	0.2	1	182	0.005494505495	0.1945054945	OBSERVED
sho shol	qokol	1	5	0.2	3	182	0.01648351648	0.1835164835	OBSERVED
sho shol	qotcho	1	5	0.2	1	182	0.005494505495	0.1945054945	OBSERVED
sho shol	teody	1	5	0.2	1	182	0.005494505495	0.1945054945	OBSERVED
sho shoykcho	shdy	1	1	1	1	1	1	0	OBSERVED
sho soly	shol	1	1	1	1	1	1	0	OBSERVED
sho tcheey	scheey	1	1	1	1	5	0.2	0.8	OBSERVED
sho tchy	oty	1	1	1	1	27	0.03703703704	0.962962963	OBSERVED
sho tco	chy	1	1	1	1	1	1	0	OBSERVED
sho tshaiin	chkaiin	1	1	1	1	1	1	0	OBSERVED
sho tsho	chotshol	1	1	1	1	5	0.2	0.8	OBSERVED
sho ty	dy	1	1	1	4	18	0.2222222222	0.7777777778	OBSERVED
sho vor	sheoldam	1	1	1	1	1	1	0	OBSERVED
sho y	tchy	1	1	1	3	281	0.01067615658	0.9893238434	OBSERVED
sho ykeey	chey	1	3	0.3333333333	2	55	0.03636363636	0.296969697	OBSERVED
sho ykeey	daiin	1	3	0.3333333333	3	55	0.05454545455	0.2787878788	OBSERVED
sho ykeey	okeeo	1	3	0.3333333333	1	55	0.01818181818	0.3151515152	OBSERVED
sho ykeod	oteeol	1	1	1	1	2	0.5	0.5	OBSERVED
shoaiin cheeody	qokchedy	1	1	1	1	13	0.07692307692	0.9230769231	OBSERVED
shoaiin ckhhey	otal	1	1	1	1	1	1	0	OBSERVED
shoaiin okol	daiin	1	1	1	3	68	0.04411764706	0.9558823529	OBSERVED
shoaiin tchey	chckohy	1	1	1	1	21	0.04761904762	0.9523809524	OBSERVED
shoain qoeey	qoaiin	1	1	1	1	16	0.0625	0.9375	OBSERVED
shoar ar	choldal	1	1	1	1	379	0.002638522427	0.9973614776	OBSERVED
shoar okeol	shoy	1	1	1	1	57	0.01754385965	0.9824561404	OBSERVED
shoar pshody	shody	1	1	1	1	1	1	0	OBSERVED
shocfhey dy	sheep	1	1	1	1	182	0.005494505495	0.9945054945	OBSERVED
shocfhy qopchear	shkair	1	1	1	1	1	1	0	OBSERVED
shocfhy saiin	or	1	1	1	4	117	0.03418803419	0.9658119658	OBSERVED
shocho oaiin	sheo	1	1	1	1	24	0.04166666667	0.9583333333	OBSERVED
shochol chckhy	y	1	1	1	1	129	0.007751937984	0.992248062	OBSERVED
shochy qokchy	torchy	1	1	1	1	63	0.01587301587	0.9841269841	OBSERVED
shockhey orarol	cheoky	1	1	1	1	1	1	0	OBSERVED
shockhhy shdalo	ry	1	1	1	1	1	1	0	OBSERVED
shockho ckhy	tchor	1	1	1	1	28	0.03571428571	0.9642857143	OBSERVED
shockhol opchedy	qotaiin	1	1	1	1	47	0.02127659574	0.9787234043	OBSERVED
shockhsy sheocthy	qokeody	1	1	1	1	3	0.3333333333	0.6666666667	OBSERVED
shockhy otchodor	chocty	1	1	1	1	1	1	0	OBSERVED
shockhy qockhey	sol	1	1	1	1	18	0.05555555556	0.9444444444	OBSERVED
shockhy qokeey	qokcho	1	1	1	1	296	0.003378378378	0.9966216216	OBSERVED
shockhy shocthy	otoldy	1	1	1	1	12	0.08333333333	0.9166666667	OBSERVED
shocky qokaiin	dalam	1	1	1	1	253	0.00395256917	0.9960474308	OBSERVED
shocphedy otor	shedy	1	1	1	1	38	0.02631578947	0.9736842105	OBSERVED
shocphhy dyty	dy	1	1	1	1	3	0.3333333333	0.6666666667	OBSERVED
shocphor ypcho	cpheo	1	1	1	1	1	1	0	OBSERVED
shocthey oteody	dchol	1	1	1	1	37	0.02702702703	0.972972973	OBSERVED
shocthhy dalal	y	1	1	1	1	5	0.2	0.8	OBSERVED
shocthody shockhy	otchodor	1	1	1	1	5	0.2	0.8	OBSERVED
shocthol chocthhy	s	1	1	1	1	1	1	0	OBSERVED
shocthy choteey	sheoly	1	1	1	1	9	0.1111111111	0.8888888889	OBSERVED
shocthy opchy	ty	1	1	1	1	11	0.09090909091	0.9090909091	OBSERVED
shocthy otaiin	alkaiin	1	1	1	2	142	0.01408450704	0.985915493	OBSERVED
shocthy otoldy	dshor	1	1	1	1	4	0.25	0.75	OBSERVED
shocthy qodaiin	keeody	1	1	1	1	42	0.02380952381	0.9761904762	OBSERVED
shocthy qokor	oloiram	1	1	1	1	31	0.03225806452	0.9677419355	OBSERVED
shocthy qoteol	loiiin	1	1	1	1	12	0.08333333333	0.9166666667	OBSERVED
shocthy sho	cthy	1	1	1	3	126	0.02380952381	0.9761904762	OBSERVED
shocthy shor	shor	1	1	1	3	94	0.03191489362	0.9680851064	OBSERVED
shocthy tol	kaiin	1	1	1	2	46	0.04347826087	0.9565217391	OBSERVED
shocthy ykeody	shdy	1	1	1	1	13	0.07692307692	0.9230769231	OBSERVED
shocthy ytchey	cthor	1	1	1	1	12	0.08333333333	0.9166666667	OBSERVED
shod chcphy	opshody	1	1	1	1	9	0.1111111111	0.8888888889	OBSERVED
shod chedy	qotaiin	1	1	1	6	472	0.01271186441	0.9872881356	OBSERVED
shod chocphy	opchol	1	1	1	1	2	0.5	0.5	OBSERVED
shod cthoary	cthes	1	1	1	1	1	1	0	OBSERVED
shod daiin	aral	1	1	1	1	719	0.001390820584	0.9986091794	OBSERVED
shod ololdy	dar	1	1	1	1	2	0.5	0.5	OBSERVED
shod qokaiin	qotchey	1	1	1	1	253	0.00395256917	0.9960474308	OBSERVED
shod qokchy	qoody	1	1	1	1	63	0.01587301587	0.9841269841	OBSERVED
shod ykaiin	chdy	1	1	1	1	43	0.02325581395	0.976744186	OBSERVED
shoda lkaiin	cheodain	1	1	1	1	45	0.02222222222	0.9777777778	OBSERVED
shodaiin 150	tol	1	1	1	1	2	0.5	0.5	OBSERVED
shodaiin chetshedy	otsho	1	1	1	1	1	1	0	OBSERVED
shodaiin chol	dan	1	1	1	2	392	0.005102040816	0.9948979592	OBSERVED
shodaiin dair	kchedy	1	1	1	1	105	0.009523809524	0.9904761905	OBSERVED
shodaiin olfar	ary	1	1	1	1	1	1	0	OBSERVED
shodaiin otedy	qokeedy	1	1	1	5	149	0.03355704698	0.966442953	OBSERVED
shodaiin qokcho	cthol	1	1	1	1	11	0.09090909091	0.9090909091	OBSERVED
shodaiin qokeey	cheokcheo	1	1	1	1	296	0.003378378378	0.9966216216	OBSERVED
shodaiin qopchor	qopol	1	1	1	1	2	0.5	0.5	OBSERVED
shodaiin qotal	dscheey	1	1	1	1	54	0.01851851852	0.9814814815	OBSERVED
shodaiin qotchy	kchol	1	1	1	1	59	0.01694915254	0.9830508475	OBSERVED
shodaiin qotea	dchy	1	1	1	1	1	1	0	OBSERVED
shodaiin shey	qokair	1	1	1	1	265	0.003773584906	0.9962264151	OBSERVED
shodaiin shkaiin	chcthal	1	1	1	1	4	0.25	0.75	OBSERVED
shodaiin shofshedy	yteody	1	1	1	1	1	1	0	OBSERVED
shodaim tcham	dody	1	1	1	1	1	1	0	OBSERVED
shodain cheal	shedy	1	1	1	2	28	0.07142857143	0.9285714286	OBSERVED
shodain qokar	ain	1	1	1	1	155	0.006451612903	0.9935483871	OBSERVED
shodain sckhey	daiin	1	1	1	1	1	1	0	OBSERVED
shodain shor	chalkar	1	1	1	1	94	0.01063829787	0.9893617021	OBSERVED
shodal dol	cheodam	1	1	1	1	103	0.009708737864	0.9902912621	OBSERVED
shodal o	aiin	1	1	1	7	207	0.03381642512	0.9661835749	OBSERVED
shodal qopchol	cfheody	1	1	1	1	6	0.1666666667	0.8333333333	OBSERVED
shodam okcheody	cthoctho	1	1	1	1	2	0.5	0.5	OBSERVED
shodan kshy	kchy	1	1	1	1	7	0.1428571429	0.8571428571	OBSERVED
shodar cheey	okar	1	1	1	1	178	0.005617977528	0.9943820225	OBSERVED
shodody shochol	chckhy	1	1	1	1	1	1	0	OBSERVED
shodol c	132	1	1	1	10	49	0.2040816327	0.7959183673	OBSERVED
shodol qockhy	ykol	1	1	1	2	18	0.1111111111	0.8888888889	OBSERVED
shodol qokchod	s	1	1	1	1	5	0.2	0.8	OBSERVED
shodshey qoteeey	qoteey	1	1	1	1	3	0.3333333333	0.6666666667	OBSERVED
shody cfheos	qockhy	1	1	1	1	1	1	0	OBSERVED
shody chedy	okaiin	1	1	1	1	472	0.002118644068	0.9978813559	OBSERVED
shody chkain	chol	1	1	1	1	11	0.09090909091	0.9090909091	OBSERVED
shody chol	tchol	1	1	1	1	392	0.002551020408	0.9974489796	OBSERVED
shody chosaiin	olcham	1	1	1	1	2	0.5	0.5	OBSERVED
shody chotol	s	1	1	1	2	8	0.25	0.75	OBSERVED
shody daiin	ocholdy	1	1	1	1	719	0.001390820584	0.9986091794	OBSERVED
shody dcheody	todor	1	1	1	1	2	0.5	0.5	OBSERVED
