operation	from_symbol	to_symbol	position_zero_based	support_edges	examples	interpretation_limit
SUBSTITUTION	d	s	7	1	chpcheod→chpcheos	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	d	u	0	1	d→u	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	d	u	1	1	dd→du	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	d	y	8	1	oteodched→oteodchey	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	d	z	0	1	dar→zar	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	d	z	2	1	old→olz	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	d	z	3	1	okody→okozy	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	e	g	0	1	e→g	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	e	g	1	1	le→lg	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	e	g	2	1	ore→org	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	e	i	0	1	e→i	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	e	i	4	1	cheoeees→cheoiees	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	e	j	5	1	cheteey→chetejy	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	e	m	1	1	le→lm	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	e	m	3	1	okee→okem	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	e	m	4	1	sheoe→sheom	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	e	n	0	1	e→n	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	e	n	2	1	eee→een	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	e	p	5	1	opcheey→opchepy	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	e	u	0	1	e→u	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	e	z	0	1	ear→zar	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	e	z	2	1	ches→chzs	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	f	g	0	1	f→g	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	f	g	1	1	of→og	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	f	g	4	1	cheef→cheeg	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	f	i	0	1	f→i	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	f	i	1	1	of→oi	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	f	i	2	1	qofol→qoiol	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	f	l	6	1	opcheof→opcheol	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	f	m	3	1	chof→chom	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	f	m	4	1	pchof→pchom	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	f	n	0	1	f→n	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	f	n	2	1	aify→ainy	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	f	n	3	1	chof→chon	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	f	o	5	1	olchef→olcheo	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	f	p	4	1	chocfhy→chocphy	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	f	q	1	1	ofaiin→oqaiin	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	f	r	4	1	pchof→pchor	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	f	r	5	1	pochof→pochor	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	f	u	0	1	f→u	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	f	x	4	1	cholfy→cholxy	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	f	y	4	1	cheef→cheey	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	f	y	5	1	olchef→olchey	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	f	z	0	1	far→zar	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	g	h	0	1	g→h	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	g	j	4	1	cthog→cthoj	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	g	k	4	1	cheog→cheok	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	g	m	0	1	g→m	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	g	n	0	1	g→n	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	g	n	6	1	kodaiig→kodaiin	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	g	o	5	1	cpheeg→cpheeo	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	g	p	0	1	g→p	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	g	p	4	1	cheog→cheop	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	g	q	0	1	g→q	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	g	r	0	1	g→r	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	g	r	6	1	chodalg→chodalr	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	g	s	6	1	olcheeg→olchees	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	g	t	0	1	g→t	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	g	t	2	1	oygy→oyty	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	g	u	0	1	g→u	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	g	u	1	1	dg→du	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	g	v	0	1	g→v	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	g	x	0	1	g→x	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	g	x	1	1	og→ox	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	g	y	0	1	g→y	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	h	i	0	1	h→i	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	h	i	4	1	chcth→chcti	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	h	k	4	1	shochy→shocky	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	h	l	2	1	lohor→lolor	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	h	n	0	1	h→n	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	h	p	2	1	ochor→ocpor	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	h	p	3	1	ydchody→ydcpody	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	h	r	2	1	lohor→loror	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	h	r	3	1	okohy→okory	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	h	r	5	1	qotechy→qotecry	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	h	s	4	1	tochho→tochso	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	h	s	6	1	shockhhy→shockhsy	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	h	t	4	1	chochy→chocty	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	h	u	0	1	h→u	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	h	y	3	1	desh→desy	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	h	z	0	1	har→zar	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	h	z	3	1	okohy→okozy	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	i	j	1	1	aiy→ajy	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	i	m	0	1	i→m	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	i	n	0	1	i→n	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	i	n	5	1	chtaii→chtain	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	i	n	6	1	qokaiii→qokaiin	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	i	n	7	1	cheokaii→cheokain	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	i	p	0	1	i→p	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	i	p	2	1	qoiol→qopol	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	i	r	0	1	i→r	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	i	r	5	1	chtaii→chtair	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	i	r	6	1	qokaiii→qokaiir	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	i	s	4	1	qotai→qotas	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	i	t	2	1	qoiol→qotol	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	i	t	3	1	daii→dait	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	i	u	0	1	i→u	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	i	v	0	1	i→v	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	i	x	0	1	i→x	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	i	x	1	1	oi→ox	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	i	y	3	1	chsi→chsy	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	i	z	1	1	aig→azg	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	j	k	1	1	ajy→aky	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	j	k	3	1	arojy→aroky	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	j	k	4	1	cheojam→cheokam	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	j	l	4	1	cthoj→cthol	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	j	l	5	1	olchaj→olchal	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	j	m	4	1	cthoj→cthom	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	j	m	5	1	olchaj→olcham	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	j	n	3	1	aiijy→aiiny	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	j	r	3	1	aiijy→aiiry	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	j	r	4	1	cthoj→cthor	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	j	r	5	1	olchaj→olchar	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	j	s	1	1	ajy→asy	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	j	s	3	1	osoj→osos	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	j	s	4	1	cthoj→cthos	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	j	t	4	1	cheojam→cheotam	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	k	n	0	1	k→n	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	k	n	2	1	aiky→ainy	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	k	n	5	1	otaiikam→otaiinam	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	k	o	5	1	dcheeky→dcheeoy	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	k	p	6	1	pcheockhy→pcheocphy	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	k	u	0	1	k→u	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	k	x	2	1	chkar→chxar	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	k	x	4	1	cholky→cholxy	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	k	y	5	1	cheolk→cheoly	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	k	y	6	1	chekeek→chekeey	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	k	z	0	1	kar→zar	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	k	z	2	1	olk→olz	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	l	n	0	1	l→n	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	l	p	5	1	okchol→okchop	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	l	u	0	1	l→u	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	l	z	0	1	lar→zar	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	l	z	1	1	alg→azg	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	l	z	3	1	okoly→okozy	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	m	n	0	1	m→n	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	m	n	7	1	cholaiim→cholaiin	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	m	o	0	1	m→o	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	m	p	4	1	cheom→cheop	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	m	p	5	1	okchom→okchop	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	m	u	0	1	m→u	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	m	u	1	1	dm→du	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	m	v	0	1	m→v	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	m	x	1	1	om→ox	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	m	z	1	1	amg→azg	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	n	o	0	1	n→o	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	n	o	2	1	een→eeo	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	n	p	0	1	n→p	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	n	q	0	1	n→q	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	n	q	1	1	onaiin→oqaiin	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	n	r	0	1	n→r	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	n	r	9	1	ofchedaiin→ofchedaiir	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	n	s	0	1	n→s	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	n	t	0	1	n→t	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	n	t	4	1	daiiny→daiity	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	n	u	0	1	n→u	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	n	v	0	1	n→v	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	n	x	0	1	n→x	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	n	x	1	1	on→ox	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	n	y	0	1	n→y	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	o	r	6	1	qopcheo→qopcher	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	o	t	5	1	ycheeoy→ycheety	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	o	t	8	1	cheokcheo→cheokchet	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	o	u	0	1	o→u	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	o	x	1	1	ho→hx	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	o	z	0	1	oar→zar	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	p	r	5	1	okchop→okchor	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	p	s	5	1	okchop→okchos	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	p	u	0	1	p→u	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	p	x	2	1	chpar→chxar	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	p	y	5	1	okchop→okchoy	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	p	z	0	1	par→zar	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	q	s	1	1	oqaiin→osaiin	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	q	u	0	1	q→u	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	q	z	0	1	qar→zar	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	r	t	5	1	psheor→psheot	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	r	t	7	1	shotchor→shotchot	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	r	u	0	1	r→u	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	r	u	1	1	dr→du	observed edit-distance-1 relation; not a morphological claim
