position	metadata_type	from	to
20661	paragraph	3	4
20694	paragraph	4	5
20758	paragraph	5	6
20771	paragraph	6	7
20787	paragraph	7	1
20863	paragraph	1	2
20962	paragraph	2	3
21048	paragraph	3	1
21061	paragraph	1	2
21109	paragraph	2	3
21142	paragraph	3	4
21167	paragraph	4	5
21226	paragraph	5	6
21334	paragraph	6	7
21348	paragraph	7	8
21416	paragraph	8	1
21425	paragraph	1	2
21450	paragraph	2	3
21581	paragraph	3	4
21746	paragraph	4	5
21750	paragraph	5	6
21757	paragraph	6	1
21818	paragraph	1	2
21854	paragraph	2	3
21918	paragraph	3	4
21943	paragraph	4	5
21971	paragraph	5	6
21997	paragraph	6	7
22019	paragraph	7	8
22053	paragraph	8	9
22104	paragraph	9	1
22139	paragraph	1	2
22158	paragraph	2	3
22185	paragraph	3	4
22211	paragraph	4	5
22260	paragraph	5	1
22429	paragraph	1	2
22751	paragraph	2	3
22754	paragraph	3	4
22759	paragraph	4	5
22771	paragraph	5	6
22800	paragraph	6	1
22942	paragraph	1	2
22991	paragraph	2	1
23124	paragraph	1	2
23197	paragraph	2	3
23312	paragraph	3	4
23481	paragraph	4	1
23544	paragraph	1	2
23597	paragraph	2	3
23659	paragraph	3	4
23735	paragraph	4	5
23871	paragraph	5	1
23929	paragraph	1	2
23994	paragraph	2	3
24014	paragraph	3	4
24053	paragraph	4	5
24104	paragraph	5	6
24152	paragraph	6	1
24219	paragraph	1	2
24254	paragraph	2	1
24303	paragraph	1	2
24346	paragraph	2	1
24352	paragraph	1	2
24405	paragraph	2	3
24448	paragraph	3	4
24496	paragraph	4	1
24502	paragraph	1	2
24545	paragraph	2	3
24591	paragraph	3	4
24641	paragraph	4	1
24646	paragraph	1	2
24699	paragraph	2	3
24734	paragraph	3	4
24782	paragraph	4	1
24787	paragraph	1	2
24836	paragraph	2	3
24904	paragraph	3	4
25016	paragraph	4	1
25022	paragraph	1	2
25087	paragraph	2	3
25136	paragraph	3	4
25197	paragraph	4	1
25201	paragraph	1	2
25271	paragraph	2	3
25351	paragraph	3	1
25420	paragraph	1	1
25467	paragraph	1	1
25500	paragraph	1	2
25535	paragraph	2	1
25592	paragraph	1	2
25631	paragraph	2	1
25783	paragraph	1	1
25872	paragraph	1	1
25951	paragraph	1	1
25982	paragraph	1	2
26003	paragraph	2	3
26048	paragraph	3	1
26093	paragraph	1	2
26150	paragraph	2	1
26184	paragraph	1	2
26229	paragraph	2	1
26289	paragraph	1	1
26334	paragraph	1	2
26363	paragraph	2	3
26382	paragraph	3	4
26407	paragraph	4	1
26491	paragraph	1	1
26547	paragraph	1	1
26562	paragraph	1	2
26610	paragraph	2	3
26655	paragraph	3	4
26698	paragraph	4	5
26741	paragraph	5	1
26752	paragraph	1	2
26792	paragraph	2	3
26837	paragraph	3	4
26873	paragraph	4	5
26917	paragraph	5	1
26930	paragraph	1	2
26971	paragraph	2	3
27027	paragraph	3	1
27041	paragraph	1	2
27120	paragraph	2	1
27167	paragraph	1	2
27257	paragraph	2	3
27347	paragraph	3	1
27365	paragraph	1	2
27425	paragraph	2	3
27487	paragraph	3	4
27562	paragraph	4	1
27564	paragraph	1	2
27593	paragraph	2	3
27626	paragraph	3	4
27669	paragraph	4	1
27670	paragraph	1	2
27709	paragraph	2	3
27761	paragraph	3	4
27813	paragraph	4	1
27829	paragraph	1	2
27910	paragraph	2	3
28003	paragraph	3	1
28009	paragraph	1	2
28086	paragraph	2	3
28131	paragraph	3	1
28181	paragraph	1	2
28217	paragraph	2	3
28279	paragraph	3	4
28309	paragraph	4	5
28330	paragraph	5	6
28358	paragraph	6	7
28387	paragraph	7	8
28418	paragraph	8	9
28446	paragraph	9	10
28474	paragraph	10	11
28488	paragraph	11	12
28506	paragraph	12	13
28530	paragraph	13	14
28557	paragraph	14	15
28573	paragraph	15	16
28601	paragraph	16	17
28638	paragraph	17	18
28663	paragraph	18	1
28706	paragraph	1	2
28745	paragraph	2	3
28773	paragraph	3	4
28797	paragraph	4	5
28829	paragraph	5	6
28857	paragraph	6	7
28927	paragraph	7	8
28956	paragraph	8	9
28985	paragraph	9	10
29021	paragraph	10	11
29038	paragraph	11	12
29077	paragraph	12	13
29117	paragraph	13	1
29162	paragraph	1	2
29214	paragraph	2	3
29234	paragraph	3	4
29273	paragraph	4	5
29299	paragraph	5	6
29328	paragraph	6	7
29378	paragraph	7	8
29412	paragraph	8	9
29454	paragraph	9	10
29473	paragraph	10	11
29498	paragraph	11	12
29533	paragraph	12	13
29565	paragraph	13	1
29616	paragraph	1	2
29642	paragraph	2	3
29686	paragraph	3	4
29717	paragraph	4	5
29759	paragraph	5	6
29790	paragraph	6	7
29841	paragraph	7	8
29863	paragraph	8	9
29898	paragraph	9	10
29935	paragraph	10	11
29951	paragraph	11	12
30001	paragraph	12	13
30042	paragraph	13	1
30098	paragraph	1	2
30137	paragraph	2	3
30171	paragraph	3	4
30202	paragraph	4	5
30277	paragraph	5	6
30296	paragraph	6	7
30315	paragraph	7	8
30348	paragraph	8	9
30394	paragraph	9	10
30421	paragraph	10	1
30461	paragraph	1	2
30491	paragraph	2	3
30564	paragraph	3	4
30609	paragraph	4	5
30630	paragraph	5	6
30658	paragraph	6	7
30676	paragraph	7	8
30716	paragraph	8	9
30748	paragraph	9	10
30820	paragraph	10	1
30849	paragraph	1	2
30888	paragraph	2	3
30906	paragraph	3	4
30932	paragraph	4	5
30951	paragraph	5	6
30979	paragraph	6	7
31016	paragraph	7	8
31036	paragraph	8	9
31058	paragraph	9	10
31110	paragraph	10	11
31129	paragraph	11	12
31143	paragraph	12	13
31156	paragraph	13	14
31195	paragraph	14	15
31252	paragraph	15	1
31297	paragraph	1	2
31337	paragraph	2	3
31354	paragraph	3	4
31393	paragraph	4	5
31418	paragraph	5	6
31437	paragraph	6	7
31454	paragraph	7	8
31492	paragraph	8	9
31509	paragraph	9	10
31543	paragraph	10	11
31562	paragraph	11	12
31590	paragraph	12	13
31616	paragraph	13	14
31637	paragraph	14	15
31696	paragraph	15	1
31727	paragraph	1	2
31764	paragraph	2	3
31814	paragraph	3	4
31857	paragraph	4	5
31882	paragraph	5	6
31907	paragraph	6	7
31939	paragraph	7	8
31963	paragraph	8	9
32008	paragraph	9	10
32047	paragraph	10	11
32084	paragraph	11	12
32109	paragraph	12	13
32137	paragraph	13	14
32183	paragraph	14	1
32227	paragraph	1	2
32253	paragraph	2	3
32281	paragraph	3	4
32331	paragraph	4	5
32368	paragraph	5	6
32396	paragraph	6	7
32411	paragraph	7	8
32451	paragraph	8	9
32479	paragraph	9	10
32505	paragraph	10	11
32525	paragraph	11	12
32561	paragraph	12	13
32578	paragraph	13	14
32596	paragraph	14	15
32645	paragraph	15	1
32683	paragraph	1	2
32719	paragraph	2	3
32780	paragraph	3	4
32808	paragraph	4	5
32847	paragraph	5	6
32872	paragraph	6	7
32924	paragraph	7	8
32941	paragraph	8	9
32977	paragraph	9	10
32996	paragraph	10	11
33014	paragraph	11	12
33074	paragraph	12	13
33107	paragraph	13	14
33139	paragraph	14	1
33180	paragraph	1	2
33201	paragraph	2	3
33257	paragraph	3	4
33290	paragraph	4	5
33340	paragraph	5	6
33459	paragraph	6	7
33720	paragraph	7	1
33775	paragraph	1	2
34140	paragraph	2	3
34226	paragraph	3	4
34272	paragraph	4	5
34304	paragraph	5	6
34344	paragraph	6	1
34639	paragraph	1	2
34667	paragraph	2	3
34688	paragraph	3	4
34725	paragraph	4	5
34758	paragraph	5	6
34840	paragraph	6	7
34869	paragraph	7	8
34912	paragraph	8	1
34990	paragraph	1	2
35023	paragraph	2	3
35061	paragraph	3	4
35097	paragraph	4	5
35130	paragraph	5	6
35166	paragraph	6	7
35196	paragraph	7	8
35224	paragraph	8	9
35243	paragraph	9	10
35271	paragraph	10	11
35313	paragraph	11	1
35366	paragraph	1	2
35395	paragraph	2	3
35430	paragraph	3	4
35476	paragraph	4	5
35500	paragraph	5	6
35536	paragraph	6	7
35564	paragraph	7	8
35579	paragraph	8	9
35614	paragraph	9	10
35647	paragraph	10	11
35671	paragraph	11	12
35702	paragraph	12	13
35733	paragraph	13	1
35762	paragraph	1	2
35811	paragraph	2	3
35833	paragraph	3	4
35869	paragraph	4	5
35899	paragraph	5	6
35939	paragraph	6	7
35959	paragraph	7	8
35987	paragraph	8	9
36007	paragraph	9	10
36043	paragraph	10	11
36083	paragraph	11	12
36110	paragraph	12	13
36127	paragraph	13	14
36161	paragraph	14	15
36189	paragraph	15	16
36262	paragraph	16	1
36297	paragraph	1	2
36326	paragraph	2	3
36356	paragraph	3	4
36387	paragraph	4	5
36443	paragraph	5	6
36472	paragraph	6	7
36512	paragraph	7	8
36542	paragraph	8	9
36599	paragraph	9	10
36624	paragraph	10	11
36643	paragraph	11	12
36683	paragraph	12	13
36714	paragraph	13	14
36731	paragraph	14	15
36764	paragraph	15	1
36787	paragraph	1	2
36828	paragraph	2	3
36855	paragraph	3	4
36881	paragraph	4	5
36937	paragraph	5	6
36966	paragraph	6	7
36987	paragraph	7	8
37031	paragraph	8	9
37077	paragraph	9	10
37109	paragraph	10	11
37154	paragraph	11	12
37184	paragraph	12	13
37224	paragraph	13	1
37272	paragraph	1	2
37292	paragraph	2	3
37319	paragraph	3	4
37345	paragraph	4	5
37383	paragraph	5	6
37396	paragraph	6	7
37424	paragraph	7	8
37447	paragraph	8	9
37476	paragraph	9	10
37512	paragraph	10	11
37539	paragraph	11	12
37600	paragraph	12	1
37632	paragraph	1	2
37674	paragraph	2	3
37698	paragraph	3	4
37729	paragraph	4	5
37792	paragraph	5	6
37825	paragraph	6	7
37871	paragraph	7	8
37902	paragraph	8	9
37961	paragraph	9	10
37981	paragraph	10	11
38009	paragraph	11	12
38024	paragraph	12	13
38061	paragraph	13	1
38107	paragraph	1	2
38127	paragraph	2	3
38154	paragraph	3	4
38167	paragraph	4	5
38218	paragraph	5	6
38244	paragraph	6	7
38269	paragraph	7	8
38319	paragraph	8	9
38339	paragraph	9	10
38363	paragraph	10	11
38389	paragraph	11	12
38428	paragraph	12	13
38471	paragraph	13	1
38504	paragraph	1	2
38538	paragraph	2	3
38563	paragraph	3	4
38616	paragraph	4	5
38648	paragraph	5	6
38808	paragraph	6	7
38975	paragraph	7	8
39024	paragraph	8	1
215	folio	f1r	f1v
307	folio	f1v	f2r
412	folio	f2r	f2v
473	folio	f2v	f3r
587	folio	f3r	f3v
672	folio	f3v	f4r
736	folio	f4r	f4v
820	folio	f4v	f5r
874	folio	f5r	f5v
922	folio	f5v	f6r
1008	folio	f6r	f6v
1124	folio	f6v	f7r
1190	folio	f7r	f7v
1268	folio	f7v	f8r
1419	folio	f8r	f8v
1537	folio	f8v	f9r
1622	folio	f9r	f9v
1708	folio	f9v	f10r
1800	folio	f10r	f10v
1857	folio	f10v	f11r
1916	folio	f11r	f11v
1966	folio	f11v	f13r
2043	folio	f13r	f13v
2112	folio	f13v	f14r
2188	folio	f14r	f14v
2263	folio	f14v	f15r
2357	folio	f15r	f15v
2429	folio	f15v	f16r
2513	folio	f16r	f16v
2589	folio	f16v	f17r
2669	folio	f17r	f17v
2804	folio	f17v	f18r
2888	folio	f18r	f18v
2957	folio	f18v	f19r
3035	folio	f19r	f19v
3113	folio	f19v	f20r
3202	folio	f20r	f20v
3288	folio	f20v	f21r
3392	folio	f21r	f21v
3450	folio	f21v	f22r
3561	folio	f22r	f22v
3638	folio	f22v	f23r
3748	folio	f23r	f23v
3843	folio	f23v	f24r
3953	folio	f24r	f24v
4038	folio	f24v	f25r
4085	folio	f25r	f25v
4145	folio	f25v	f26r
4235	folio	f26r	f26v
4328	folio	f26v	f27r
4422	folio	f27r	f27v
4483	folio	f27v	f28r
4551	folio	f28r	f28v
4619	folio	f28v	f29r
4684	folio	f29r	f29v
4778	folio	f29v	f30r
4877	folio	f30r	f30v
4940	folio	f30v	f31r
5043	folio	f31r	f31v
5153	folio	f31v	f32r
5229	folio	f32r	f32v
5318	folio	f32v	f33r
5392	folio	f33r	f33v
5506	folio	f33v	f34r
5655	folio	f34r	f34v
5772	folio	f34v	f35r
5866	folio	f35r	f35v
5957	folio	f35v	f36r
6020	folio	f36r	f36v
6096	folio	f36v	f37r
6174	folio	f37r	f37v
6263	folio	f37v	f38r
6307	folio	f38r	f38v
6375	folio	f38v	f39r
6532	folio	f39r	f39v
6678	folio	f39v	f40r
6781	folio	f40r	f40v
6886	folio	f40v	f41r
6983	folio	f41r	f41v
7049	folio	f41v	f42r
7190	folio	f42r	f42v
7306	folio	f42v	f43r
7459	folio	f43r	f43v
7610	folio	f43v	f44r
7684	folio	f44r	f44v
7784	folio	f44v	f45r
7873	folio	f45r	f45v
7958	folio	f45v	f46r
8121	folio	f46r	f46v
8232	folio	f46v	f47r
8308	folio	f47r	f47v
8393	folio	f47v	f48r
8482	folio	f48r	f48v
8610	folio	f48v	f49r
8724	folio	f49r	f49v
8893	folio	f49v	f50r
8986	folio	f50r	f50v
9086	folio	f50v	f51r
9175	folio	f51r	f51v
9257	folio	f51v	f52r
9326	folio	f52r	f52v
9404	folio	f52v	f53r
9465	folio	f53r	f53v
9538	folio	f53v	f54r
9648	folio	f54r	f54v
9741	folio	f54v	f55r
9865	folio	f55r	f55v
9970	folio	f55v	f56r
10073	folio	f56r	f56v
10164	folio	f56v	f57r
10251	folio	f57r	f57v
10449	folio	f57v	f58r
10827	folio	f58r	f58v
11202	folio	f58v	f65r
11205	folio	f65r	f65v
11250	folio	f65v	f66r
11598	folio	f66r	f66v
11712	folio	f66v	f67r1
11879	folio	f67r1	f67r2
12069	folio	f67r2	f67v2
12131	folio	f67v2	f67v1
12204	folio	f67v1	f68r1
12269	folio	f68r1	f68r2
12351	folio	f68r2	f68r3
12457	folio	f68r3	f68v3
12626	folio	f68v3	f68v2
12729	folio	f68v2	f68v1
12826	folio	f68v1	f69r
12984	folio	f69r	f69v
13126	folio	f69v	f70r1
13238	folio	f70r1	f70r2
13484	folio	f70r2	f70v2
13615	folio	f70v2	f70v1
13701	folio	f70v1	f71r
13791	folio	f71r	f71v
13891	folio	f71v	f72r1
13996	folio	f72r1	f72r2
14109	folio	f72r2	f72r3
14274	folio	f72r3	f72v3
14393	folio	f72v3	f72v2
14501	folio	f72v2	f72v1
14605	folio	f72v1	f73r
14701	folio	f73r	f73v
14800	folio	f73v	f75r
15218	folio	f75r	f75v
15578	folio	f75v	f76r
16148	folio	f76r	f76v
16548	folio	f76v	f77r
16880	folio	f77r	f77v
17212	folio	f77v	f78r
17510	folio	f78r	f78v
17805	folio	f78v	f79r
18188	folio	f79r	f79v
18544	folio	f79v	f80r
18990	folio	f80r	f80v
19366	folio	f80v	f81r
19576	folio	f81r	f81v
19831	folio	f81v	f82r
20122	folio	f82r	f82v
20442	folio	f82v	f83r
20787	folio	f83r	f83v
21048	folio	f83v	f84r
21416	folio	f84r	f84v
21757	folio	f84v	f85r1
22104	folio	f85r1	f85r2
22260	folio	f85r2	fRos
22800	folio	fRos	f86v4
22991	folio	f86v4	f86v6
23481	folio	f86v6	f86v5
23871	folio	f86v5	f86v3
24152	folio	f86v3	f87r
24254	folio	f87r	f87v
24346	folio	f87v	f88r
24496	folio	f88r	f88v
24641	folio	f88v	f89r1
24782	folio	f89r1	f89r2
25016	folio	f89r2	f89v2
25197	folio	f89v2	f89v1
25351	folio	f89v1	f90r1
25420	folio	f90r1	f90r2
25467	folio	f90r2	f90v2
25535	folio	f90v2	f90v1
25631	folio	f90v1	f93r
25783	folio	f93r	f93v
25872	folio	f93v	f94r
25951	folio	f94r	f94v
26048	folio	f94v	f95r1
26150	folio	f95r1	f95r2
26229	folio	f95r2	f95v2
26289	folio	f95v2	f95v1
26407	folio	f95v1	f96r
26491	folio	f96r	f96v
26547	folio	f96v	f99r
26741	folio	f99r	f99v
26917	folio	f99v	f100r
27027	folio	f100r	f100v
27120	folio	f100v	f101r
27347	folio	f101r	f101v
27562	folio	f101v	f102r1
27669	folio	f102r1	f102r2
27813	folio	f102r2	f102v2
28003	folio	f102v2	f102v1
28131	folio	f102v1	f103r
28663	folio	f103r	f103v
29117	folio	f103v	f104r
29565	folio	f104r	f104v
30042	folio	f104v	f105r
30421	folio	f105r	f105v
30820	folio	f105v	f106r
31252	folio	f106r	f106v
31696	folio	f106v	f107r
32183	folio	f107r	f107v
32645	folio	f107v	f108r
33139	folio	f108r	f108v
33720	folio	f108v	f111r
34344	folio	f111r	f111v
34912	folio	f111v	f112r
35313	folio	f112r	f112v
35733	folio	f112v	f113r
36262	folio	f113r	f113v
36764	folio	f113v	f114r
37224	folio	f114r	f114v
37600	folio	f114v	f115r
38061	folio	f115r	f115v
38471	folio	f115v	f116r
39024	folio	f116r	f116v
4145	currier	1	2
4328	currier	2	1
4940	currier	1	2
5153	currier	2	1
5318	currier	1	2
5772	currier	2	1
6375	currier	1	2
7049	currier	2	1
7306	currier	1	2
7610	currier	2	1
7958	currier	1	2
8232	currier	2	1
8393	currier	1	2
8610	currier	2	1
8893	currier	1	2
9086	currier	2	1
9741	currier	1	2
9970	currier	2	1
10164	currier	1	2
21757	currier	2	3
24152	currier	3	4
25872	currier	4	5
26407	currier	5	4
30042	currier	X	Y
30820	currier	Y	X
4145	hand	1	2
4328	hand	2	1
4940	hand	1	2
5153	hand	2	1
5318	hand	1	2
5772	hand	2	1
6375	hand	1	2
6886	hand	2	5
7049	hand	5	1
7306	hand	1	2
7610	hand	2	1
7958	hand	1	2
8232	hand	2	1
8393	hand	1	5
8610	hand	5	1
8893	hand	1	2
9086	hand	2	1
9741	hand	1	2
9970	hand	2	1
10164	hand	1	5
10251	hand	5	1
10449	hand	1	3
11250	hand	3	5
11712	hand	5	4
14800	hand	4	2
22260	hand	2	4
22800	hand	4	2
24152	hand	2	1
25872	hand	1	3
26407	hand	3	1
28131	hand	1	3
37600	hand	3	2
37729	hand	2	3
1537	quire	A	B
2589	quire	B	C
4038	quire	C	D
5318	quire	D	E
6886	quire	E	F
8610	quire	F	G
10164	quire	G	H
11712	quire	H	I
12826	quire	I	J
13701	quire	J	K
14605	quire	K	L
14800	quire	L	M
21757	quire	M	N
24152	quire	N	O
25631	quire	O	Q
26547	quire	Q	S
28131	quire	S	T
